Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Toyota,Yaris,2024,202911,2025-06-05,Essence,Manuelle,150,Euro 6,Rouge,Berline,USA,19000,15600.0
Nissan,Qashqai,2017,212491,2020-08-12,Essence,Automatique,90,Euro 5,Bleu,Crossover,Espagne,34700,21228.0
Tesla,Model S,2020,34028,2023-04-10,Electrique,Automatique,200,Euro 1,Noir,Berline,Allemagne,95000,88400.0
Porsche,911 Turbo,2011,109933,2014-04-10,Hybride,Automatique,200,Euro 1,Rouge,SUV,Espagne,217386,114436.86
Volkswagen,Passat,2016,156529,2019-04-24,Diesel,Automatique,90,Euro 5,Bleu,SUV,USA,36000,23729.0
Ford,Kuga,2017,123967,2018-07-07,Essence,Automatique,200,Euro 5,Bleu,SUV,Allemagne,34000,24790.0
Toyota,Corolla,2014,71368,2015-12-21,Gaz,Manuelle,110,Euro 4,Noir,Crossover,Allemagne,28000,19278.0
Nissan,X-Trail,2005,97781,2008-02-28,Diesel,Manuelle,150,Euro 3,Rouge,Crossover,USA,43800,15402.0
Peugeot,3008,2017,134972,2018-05-13,Hybride,Manuelle,150,Euro 1,Noir,SUV,France,35000,26070.0
Kia,Niro,2017,99708,2019-01-03,Essence,Manuelle,150,Euro 5,Blanc,Berline,USA,39811,28217.7
Volkswagen,Golf,2018,141872,2020-05-17,Essence,Manuelle,150,Euro 5,Bleu,Break,France,25000,17340.0
Renault,Talisman,2017,213321,2018-05-08,Diesel,Automatique,130,Euro 5,Noir,Break,Japon,40000,25114.0
Porsche,Taycan 4 Cross Turismmo,2015,216846,2017-04-01,Hybride,Manuelle,90,Euro 1,Bleu,Crossover,USA,117450,63102.0
Citroen,C3 Berlin,2020,163311,2023-05-01,Gaz,Automatique,90,Euro 6,Noir,Berline,Allemagne,21800,18864.0
BMW,Serie 5,2024,41229,2025-02-17,Essence,Manuelle,200,Euro 6,Gris,Monospace,Espagne,65000,63360.0
Volkswagen,Passat,2022,134510,2022-10-10,Gaz,Manuelle,90,Euro 6,Rouge,SUV,Japon,36000,31104.0
Tesla,Model X,2024,158921,2025-12-13,Electrique,Automatique,110,Euro 1,Blanc,SUV,Allemagne,120000,108885.0
Porsche,Carrera 4 GTS Cabriolet,2014,131760,2016-05-16,Hybride,Automatique,150,Euro 1,Noir,Berline,Italie,197400,116223.0
Volkswagen,Passat,2024,204121,2026-01-21,Electrique,Automatique,110,Euro 1,Bleu,Berline,Espagne,36000,35280.0
BMW,Serie 3,2009,110081,2011-10-13,Diesel,Manuelle,90,Euro 3,Rouge,Berline,Espagne,45000,20196.0
Porsche,Taycan 4 Cross Turismmo,2022,236817,2022-03-18,Hybride,Automatique,150,Euro 1,Rouge,SUV,Italie,117450,88004.5
BMW,Serie 3,2018,29950,2020-05-20,Electrique,Manuelle,110,Euro 1,Blanc,Berline,Espagne,45000,40880.0
Hyundai,Tucson,2010,137180,2013-12-17,Gaz,Manuelle,90,Euro 4,Blanc,Crossover,Japon,35000,16830.0
Renault,Clio,2018,194793,2018-05-21,Hybride,Automatique,110,Euro 1,Blanc,Berline,USA,17000,14553.0
Kia,Sportage,2009,116977,2011-08-29,Gaz,Automatique,150,Euro 3,Bleu,Berline,France,48039,23337.16
Citroen,C3 Berlin,2007,12252,2008-08-27,Essence,Automatique,130,Euro 3,Bleu,Crossover,USA,21800,11568.0
Hyundai,i30,2018,189890,2018-02-18,Essence,Automatique,130,Euro 5,Gris,Crossover,France,22000,15552.0
Audi,A6,2013,79756,2014-06-27,Diesel,Automatique,130,Euro 4,Bleu,Break,USA,72000,45180.0
Audi,A6,2013,183517,2013-08-19,Gaz,Automatique,110,Euro 4,Bleu,Crossover,Japon,72000,37534.0
Ford,Bronco,2012,182349,2015-03-15,Gaz,Automatique,90,Euro 4,Gris,Break,France,76500,37214.0
Kia,EV6,2016,38253,2018-04-14,Hybride,Automatique,200,Euro 1,Bleu,Monospace,Espagne,64607,52273.11
Dacia,Sandero,2010,213597,2012-11-09,Hybride,Manuelle,150,Euro 1,Rouge,Break,Allemagne,15900,7548.0
Ford,Mustang,2006,24788,2007-02-28,Essence,Manuelle,130,Euro 3,Noir,Crossover,France,59300,26224.0
Toyota,Yaris,2022,241427,2022-04-30,Gaz,Manuelle,150,Euro 6,Rouge,SUV,Allemagne,19000,15400.0
Citroen,C4,2006,38269,2008-11-12,Diesel,Automatique,130,Euro 3,Noir,SUV,USA,24000,11739.0
Hyundai,Tucson,2010,36177,2013-11-17,Gaz,Automatique,200,Euro 4,Bleu,Break,Espagne,35000,22275.0
Audi,A3,2013,75478,2015-12-04,Hybride,Automatique,90,Euro 1,Rouge,Monospace,Japon,34000,23940.0
BMW,X5,2009,96813,2011-08-05,Gaz,Automatique,90,Euro 3,Noir,Crossover,Japon,80000,38824.0
Hyundai,i30,2018,151032,2020-05-12,Gaz,Manuelle,130,Euro 5,Noir,Break,France,22000,16616.0
Audi,Q5,2018,208888,2018-05-28,Essence,Automatique,90,Euro 5,Rouge,SUV,France,65000,41478.0
Toyota,Corolla,2022,202817,2023-02-05,Hybride,Automatique,110,Euro 1,Blanc,Monospace,Allemagne,28000,25234.0
Mercedes,Classe C,2018,43766,2021-05-01,Electrique,Manuelle,200,Euro 1,Blanc,SUV,Espagne,55000,48360.0
Mercedes,Classe E,2013,197432,2014-01-21,Hybride,Manuelle,130,Euro 1,Gris,Break,Japon,75000,38064.0
Audi,A3,2007,179970,2010-11-05,Diesel,Automatique,90,Euro 3,Blanc,Crossover,Italie,34000,11808.0
BMW,Serie 3,2007,27080,2010-04-20,Essence,Automatique,90,Euro 3,Bleu,Berline,Italie,45000,22043.0
Ford,Bronco,2017,114348,2017-08-15,Diesel,Automatique,150,Euro 5,Gris,Berline,Espagne,76500,54400.0
Audi,Q5,2023,248660,2023-05-19,Hybride,Automatique,90,Euro 1,Blanc,Break,Allemagne,65000,51757.0
Peugeot,308,2007,111528,2008-04-09,Essence,Automatique,130,Euro 3,Blanc,Crossover,Allemagne,30000,12274.0
Ford,Mustang,2015,27900,2018-11-26,Gaz,Automatique,150,Euro 5,Gris,Berline,Japon,59300,45653.0
Kia,Niro,2020,90723,2020-03-17,Gaz,Automatique,130,Euro 6,Rouge,Berline,Allemagne,39811,35242.69
Tesla,Model 3,2018,183000,2020-07-07,Electrique,Manuelle,200,Euro 1,Blanc,SUV,Italie,45000,33280.0
Tesla,Model X,2021,243848,2023-10-14,Electrique,Manuelle,200,Euro 1,Rouge,Monospace,Espagne,120000,85090.0
Kia,Proceed,2011,228316,2013-07-08,Diesel,Automatique,90,Euro 4,Rouge,Berline,France,33000,14001.0
Toyota,Corolla,2013,245934,2013-05-12,Diesel,Manuelle,90,Euro 4,Rouge,Crossover,Japon,28000,12427.0
Volkswagen,Golf,2024,207607,2024-07-21,Hybride,Automatique,200,Euro 1,Noir,Break,Espagne,25000,25600.0
Citroen,C5 X,2021,230306,2021-04-13,Diesel,Manuelle,90,Euro 6,Blanc,Break,Espagne,36700,25568.0
Porsche,911 GT3,2022,166840,2024-12-10,Essence,Manuelle,130,Euro 6,Noir,SUV,Italie,212200,165750.0
Nissan,X-Trail,2019,160585,2019-01-08,Essence,Manuelle,200,Euro 5,Bleu,Monospace,France,43800,30912.0
Nissan,Leaf,2012,231644,2013-02-12,Essence,Automatique,90,Euro 4,Gris,SUV,Espagne,33000,14309.0
Toyota,RAV4,2014,199365,2015-09-03,Gaz,Manuelle,90,Euro 4,Noir,Monospace,Italie,37000,20094.0
BMW,Serie 5,2019,39669,2019-05-24,Gaz,Automatique,200,Euro 5,Blanc,Monospace,Italie,65000,57810.0
Citroen,C3 Berlin,2012,66699,2015-10-22,Hybride,Automatique,130,Euro 1,Noir,Break,Allemagne,21800,16298.0
Renault,Talisman,2008,92671,2010-08-20,Essence,Manuelle,110,Euro 3,Gris,Crossover,Allemagne,40000,17243.0
Nissan,X-Trail,2016,147672,2017-08-08,Diesel,Automatique,110,Euro 5,Rouge,Berline,France,43800,29078.0
Dacia,Bigster,2018,19206,2021-06-18,Diesel,Manuelle,110,Euro 5,Bleu,Break,France,25000,21141.0
Nissan,Qashqai,2013,130332,2014-12-10,Diesel,Automatique,150,Euro 4,Bleu,Monospace,USA,34700,20628.0
BMW,Serie 5,2009,216187,2010-12-24,Gaz,Manuelle,110,Euro 3,Rouge,SUV,Japon,65000,22984.0
Mercedes,GLC,2011,214231,2012-09-21,Gaz,Manuelle,90,Euro 4,Gris,Crossover,Espagne,85000,34960.0
Kia,Sportage,2006,208254,2008-07-19,Diesel,Automatique,130,Euro 3,Gris,Break,Italie,48039,13348.14
Citroen,C5 X,2016,108255,2019-08-08,Diesel,Manuelle,130,Euro 5,Noir,Break,Japon,36700,25080.0
Mercedes,Classe E,2007,70220,2008-12-30,Gaz,Automatique,110,Euro 3,Blanc,Berline,Japon,75000,33432.0
Tesla,Model S,2021,248916,2021-12-29,Electrique,Manuelle,200,Euro 1,Bleu,Berline,Allemagne,95000,68340.0
Dacia,Spring,2014,87522,2014-04-25,Diesel,Manuelle,90,Euro 4,Bleu,Break,France,22000,14198.0
Volkswagen,Arteon,2011,94460,2012-11-11,Diesel,Automatique,150,Euro 4,Bleu,Monospace,France,48000,26780.0
Volkswagen,Tiguan,2009,244438,2012-11-20,Diesel,Manuelle,110,Euro 3,Noir,SUV,Espagne,40000,12741.0
Tesla,Model S,2005,66158,2006-10-17,Electrique,Automatique,130,Euro 1,Bleu,Break,Espagne,95000,38221.0
Volkswagen,Passat,2010,115224,2012-04-21,Gaz,Manuelle,110,Euro 4,Blanc,Monospace,France,36000,18142.0
BMW,Serie 1,2006,46000,2007-05-03,Essence,Manuelle,110,Euro 3,Bleu,Monospace,Japon,35000,14742.0
Dacia,Spring,2008,85902,2011-08-06,Essence,Manuelle,130,Euro 3,Gris,Monospace,France,22000,9812.0
Mercedes,Classe E,2020,179006,2021-12-01,Electrique,Manuelle,150,Euro 1,Blanc,Berline,Japon,75000,57865.0
Volkswagen,Arteon,2013,200202,2015-02-18,Diesel,Automatique,110,Euro 4,Bleu,SUV,USA,48000,24017.0
Audi,A6,2015,46722,2017-07-06,Gaz,Automatique,150,Euro 5,Noir,Berline,USA,72000,53130.0
Ford,Mustang,2020,128244,2020-07-13,Gaz,Automatique,110,Euro 6,Blanc,Break,Allemagne,59300,48564.0
BMW,X5,2021,199208,2022-09-10,Essence,Automatique,130,Euro 6,Noir,Berline,Japon,80000,59256.0
Audi,A3,2020,120518,2022-05-29,Gaz,Manuelle,110,Euro 6,Rouge,Crossover,USA,34000,27816.0
BMW,X5,2017,195243,2020-09-29,Essence,Automatique,110,Euro 5,Noir,Monospace,Espagne,80000,49260.0
Dacia,Spring,2013,198588,2015-05-01,Hybride,Manuelle,110,Euro 1,Noir,Crossover,USA,22000,12528.0
Porsche,Taycan 4 Cross Turismmo,2020,248798,2022-11-30,Essence,Manuelle,130,Euro 6,Bleu,Monospace,USA,117450,75360.0
Mercedes,Classe E,2019,244752,2020-11-26,Electrique,Manuelle,150,Euro 1,Gris,Crossover,Japon,75000,49715.0
Peugeot,308,2024,54906,2026-05-23,Electrique,Automatique,90,Euro 1,Noir,Monospace,Japon,30000,36005.0
BMW,X5,2008,230614,2008-06-08,Essence,Automatique,200,Euro 3,Bleu,Break,Japon,80000,24070.0
Dacia,Duster,2009,170422,2009-10-16,Gaz,Automatique,130,Euro 3,Noir,SUV,Allemagne,19900,9386.0
Ford,Bronco,2007,66243,2010-03-07,Essence,Manuelle,130,Euro 3,Bleu,Crossover,Allemagne,76500,33024.0
Nissan,Qashqai,2007,215974,2009-06-06,Essence,Automatique,130,Euro 3,Rouge,Monospace,Italie,34700,10360.0
Nissan,Ariya,2006,159308,2007-09-08,Essence,Manuelle,200,Euro 3,Rouge,Crossover,USA,39300,12493.0
Audi,A4,2008,77819,2009-06-27,Gaz,Automatique,90,Euro 3,Noir,SUV,Allemagne,48000,23580.0
Volkswagen,Passat,2012,196325,2014-05-14,Essence,Manuelle,200,Euro 4,Noir,SUV,Italie,36000,16650.0
BMW,Serie 5,2014,248948,2017-01-12,Essence,Manuelle,200,Euro 4,Gris,SUV,Italie,65000,30360.0
Hyundai,i20,2019,106278,2022-09-23,Diesel,Automatique,130,Euro 5,Blanc,Berline,France,19500,17100.0
Ford,Bronco,2011,117447,2014-07-22,Essence,Automatique,200,Euro 4,Rouge,Break,France,76500,39750.0
BMW,Serie 1,2021,17466,2024-04-13,Diesel,Automatique,110,Euro 6,Rouge,Crossover,Japon,35000,34290.0
Citroen,C4,2011,143601,2014-05-21,Gaz,Automatique,200,Euro 4,Blanc,Monospace,USA,24000,13865.0
Mercedes,Classe C,2005,217910,2006-10-09,Essence,Manuelle,90,Euro 3,Noir,Break,Japon,55000,12078.0
Volkswagen,Arteon,2018,77389,2021-03-24,Electrique,Manuelle,200,Euro 1,Blanc,Berline,Allemagne,48000,41250.0
Renault,Talisman,2012,132394,2015-03-05,Diesel,Manuelle,90,Euro 4,Bleu,Break,Espagne,40000,20859.0
Volkswagen,Arteon,2023,151889,2025-08-10,Diesel,Automatique,130,Euro 6,Rouge,Monospace,Allemagne,48000,42066.0
Hyundai,i30,2021,195124,2021-09-20,Electrique,Automatique,200,Euro 1,Gris,Berline,France,22000,22320.0
Mercedes,GLC,2016,72107,2018-02-04,Diesel,Automatique,130,Euro 5,Gris,SUV,Allemagne,85000,60927.0
BMW,Serie 1,2014,144785,2014-11-22,Hybride,Automatique,110,Euro 1,Noir,Monospace,Allemagne,35000,23016.0
Hyundai,i20,2005,188587,2007-09-04,Gaz,Automatique,110,Euro 3,Bleu,Berline,Italie,19500,6025.0
BMW,X5,2009,56088,2012-06-21,Diesel,Manuelle,130,Euro 3,Blanc,Break,USA,80000,40650.0
Porsche,911 Turbo,2014,40461,2016-06-11,Essence,Manuelle,200,Euro 4,Gris,Break,France,217386,144134.76
Ford,Mustang,2008,37024,2008-07-18,Gaz,Manuelle,130,Euro 3,Bleu,Berline,Italie,59300,30429.0
Audi,A3,2012,224872,2012-07-31,Hybride,Manuelle,200,Euro 1,Bleu,Crossover,France,34000,16380.0
Volkswagen,Golf,2005,125755,2006-08-24,Diesel,Manuelle,200,Euro 3,Gris,Monospace,USA,25000,8370.0
Volkswagen,Golf,2010,201326,2013-05-21,Gaz,Manuelle,130,Euro 4,Gris,Break,Japon,25000,10564.0
BMW,X5,2016,202555,2019-02-13,Gaz,Automatique,90,Euro 5,Noir,Crossover,Japon,80000,47264.0
Dacia,Spring,2024,139903,2024-09-24,Gaz,Automatique,130,Euro 6,Blanc,SUV,France,22000,23316.0
Peugeot,208,2005,112728,2007-03-30,Diesel,Automatique,90,Euro 3,Noir,Monospace,Espagne,18000,6688.0
Renault,Megane,2012,146400,2013-09-30,Hybride,Manuelle,90,Euro 1,Rouge,Berline,Japon,25000,14450.0
Nissan,Leaf,2013,99626,2013-10-03,Hybride,Manuelle,200,Euro 1,Gris,Crossover,France,33000,22040.0
Toyota,Corolla,2008,37970,2010-06-11,Gaz,Automatique,150,Euro 3,Gris,SUV,Espagne,28000,16170.0
Peugeot,3008,2019,137706,2022-01-29,Diesel,Automatique,150,Euro 5,Gris,Crossover,France,35000,27720.0
Audi,A3,2011,53373,2014-04-24,Diesel,Manuelle,110,Euro 4,Bleu,SUV,France,34000,19656.0
Audi,A3,2019,141030,2021-12-01,Hybride,Automatique,150,Euro 1,Blanc,Break,Italie,34000,28755.0
Nissan,X-Trail,2017,247967,2017-08-26,Hybride,Automatique,130,Euro 1,Noir,Monospace,Allemagne,43800,27555.0
Renault,Clio,2017,121105,2017-04-27,Diesel,Manuelle,150,Euro 5,Gris,Berline,France,17000,12395.0
Audi,Q5,2022,96824,2022-12-14,Diesel,Manuelle,200,Euro 6,Noir,Berline,Allemagne,65000,56950.0
Porsche,Carrera 4 GTS Cabriolet,2009,80030,2012-07-01,Essence,Automatique,150,Euro 3,Rouge,Monospace,Espagne,197400,93953.0
Citroen,C3 Berlin,2008,171043,2009-12-13,Essence,Manuelle,200,Euro 3,Blanc,Break,Espagne,21800,7980.0
Nissan,X-Trail,2015,170077,2015-07-09,Diesel,Manuelle,110,Euro 5,Rouge,Berline,Espagne,43800,25144.0
Peugeot,308,2012,19941,2015-06-16,Essence,Automatique,90,Euro 4,Noir,SUV,Japon,30000,20097.0
Kia,EV6,2020,128447,2023-11-10,Essence,Manuelle,110,Euro 6,Noir,Crossover,Italie,64607,49177.32
Tesla,Model X,2020,230018,2021-07-09,Electrique,Automatique,90,Euro 1,Blanc,Break,Japon,120000,83135.0
Dacia,Duster,2013,157348,2014-04-29,Gaz,Manuelle,130,Euro 4,Bleu,Berline,USA,19900,11804.0
Dacia,Sandero,2005,148143,2008-05-15,Essence,Manuelle,150,Euro 3,Bleu,Crossover,Espagne,15900,4756.0
Audi,Q5,2024,34737,2025-12-12,Essence,Automatique,110,Euro 6,Bleu,Berline,Allemagne,65000,65087.0
BMW,Serie 3,2020,220705,2020-05-08,Diesel,Automatique,110,Euro 6,Blanc,Break,France,45000,31746.0
Tesla,Model X,2007,15663,2007-12-17,Electrique,Manuelle,200,Euro 1,Blanc,Berline,France,120000,60960.0
Tesla,Model 3,2021,97384,2024-03-30,Electrique,Automatique,150,Euro 1,Blanc,Crossover,Japon,45000,43870.0
Porsche,911 GT3,2016,114600,2019-07-28,Hybride,Automatique,130,Euro 1,Blanc,Crossover,France,212200,142025.0
Nissan,X-Trail,2007,23394,2010-07-18,Gaz,Manuelle,150,Euro 3,Bleu,SUV,France,43800,21996.0
Citroen,C3 Berlin,2017,163677,2019-09-01,Hybride,Manuelle,110,Euro 1,Noir,SUV,Japon,21800,16317.0
Tesla,Model 3,2012,134347,2012-03-09,Electrique,Automatique,200,Euro 1,Gris,Crossover,Allemagne,45000,27540.0
Audi,A3,2022,44194,2025-05-08,Hybride,Manuelle,110,Euro 1,Bleu,Break,Allemagne,34000,34290.0
Nissan,Leaf,2013,85092,2013-03-24,Hybride,Automatique,150,Euro 1,Noir,Crossover,USA,33000,23305.0
Ford,Focus,2017,192498,2020-09-25,Hybride,Manuelle,90,Euro 1,Rouge,Berline,Italie,30550,20670.0
Hyundai,i30,2016,201596,2019-04-12,Gaz,Manuelle,150,Euro 5,Rouge,Crossover,USA,22000,14000.0
Toyota,Corolla,2017,242294,2019-12-27,Essence,Manuelle,90,Euro 5,Noir,Monospace,France,28000,15345.0
Mercedes,Classe A,2009,154568,2010-06-09,Gaz,Automatique,90,Euro 3,Bleu,Monospace,USA,38000,16960.0
Toyota,Hilux,2018,140150,2019-05-08,Hybride,Automatique,130,Euro 1,Blanc,Crossover,Japon,45000,34884.0
Volkswagen,Passat,2024,105356,2027-09-19,Hybride,Automatique,110,Euro 1,Blanc,Crossover,Allemagne,36000,37890.0
Hyundai,i30,2015,38915,2017-04-20,Hybride,Automatique,150,Euro 1,Gris,Break,USA,22000,19950.0
Porsche,911 GT3,2012,142886,2015-02-02,Hybride,Manuelle,150,Euro 1,Rouge,Berline,Allemagne,212200,108350.0
Renault,Talisman,2005,43505,2008-08-19,Gaz,Automatique,150,Euro 3,Bleu,Monospace,Allemagne,40000,17550.0
Peugeot,208,2024,175376,2025-08-01,Hybride,Automatique,200,Euro 1,Bleu,Crossover,Japon,18000,20750.0
Peugeot,5008,2017,213731,2020-09-07,Gaz,Automatique,90,Euro 5,Rouge,Crossover,Japon,42000,26912.0
Renault,Captur,2022,117569,2023-03-22,Diesel,Automatique,110,Euro 6,Noir,Berline,Allemagne,28000,25813.0
Porsche,911 GT3,2013,239183,2016-10-24,Essence,Manuelle,150,Euro 4,Blanc,Berline,USA,212200,93588.0
Toyota,Yaris,2014,64449,2015-03-31,Gaz,Automatique,200,Euro 4,Noir,SUV,USA,19000,15680.0
Tesla,Model X,2015,182283,2016-09-29,Electrique,Manuelle,200,Euro 1,Gris,Monospace,Italie,120000,69850.0
Kia,Niro,2024,176550,2026-06-04,Hybride,Manuelle,90,Euro 1,Blanc,SUV,Italie,39811,36280.13
Citroen,C5 Aircross,2012,149320,2015-07-24,Essence,Automatique,200,Euro 4,Noir,SUV,France,35000,19000.0
Toyota,Hilux,2014,171797,2017-01-30,Diesel,Automatique,150,Euro 4,Noir,Berline,France,45000,25705.0
Hyundai,i20,2015,223389,2017-07-01,Gaz,Automatique,130,Euro 5,Blanc,SUV,Japon,19500,12393.0
Mercedes,Classe C,2006,23922,2008-08-02,Gaz,Automatique,130,Euro 3,Noir,SUV,Espagne,55000,26312.0
Tesla,Model X,2009,104634,2010-05-12,Electrique,Manuelle,130,Euro 1,Gris,SUV,Allemagne,120000,56835.0
Volkswagen,Arteon,2009,66890,2011-04-16,Gaz,Manuelle,90,Euro 3,Gris,Crossover,Japon,48000,24696.0
Mercedes,Classe A,2021,165848,2023-10-08,Electrique,Automatique,110,Euro 1,Noir,Monospace,USA,38000,34575.0
Kia,EV6,2012,234850,2013-01-04,Hybride,Manuelle,90,Euro 1,Bleu,Monospace,France,64607,28087.87
Dacia,Duster,2023,138387,2024-06-20,Diesel,Automatique,130,Euro 6,Gris,Crossover,Italie,19900,19488.0
Renault,Captur,2010,157426,2011-03-01,Hybride,Automatique,90,Euro 1,Rouge,Crossover,Japon,28000,14577.0
Volkswagen,Passat,2009,165092,2011-03-21,Essence,Automatique,110,Euro 3,Blanc,SUV,USA,36000,14859.0
BMW,X5,2012,159485,2014-04-17,Gaz,Manuelle,110,Euro 4,Gris,SUV,USA,80000,40474.0
Porsche,911 Turbo,2018,132061,2018-04-11,Hybride,Automatique,150,Euro 1,Rouge,Break,Italie,217386,154481.34
Porsche,911 GT3,2005,56743,2006-10-14,Essence,Automatique,110,Euro 3,Noir,Crossover,Espagne,212200,81434.0
Nissan,X-Trail,2023,181349,2026-05-24,Electrique,Manuelle,200,Euro 1,Noir,Break,Espagne,43800,40132.0
Volkswagen,Passat,2017,24170,2017-02-06,Gaz,Manuelle,150,Euro 5,Blanc,Crossover,Allemagne,36000,30030.0
Tesla,Model S,2007,180779,2009-04-07,Electrique,Manuelle,90,Euro 1,Gris,Crossover,Espagne,95000,31279.0
Peugeot,208,2007,96794,2007-07-28,Essence,Manuelle,110,Euro 3,Gris,Crossover,USA,18000,7240.0
Tesla,Model S,2006,33447,2008-08-22,Electrique,Manuelle,150,Euro 1,Bleu,SUV,Japon,95000,43645.0
Tesla,Model S,2021,184483,2022-01-06,Electrique,Automatique,130,Euro 1,Bleu,Break,Allemagne,95000,75409.0
Dacia,Spring,2007,105504,2010-10-26,Essence,Automatique,90,Euro 3,Bleu,SUV,USA,22000,9321.0
Peugeot,3008,2018,55455,2019-09-27,Diesel,Manuelle,150,Euro 5,Noir,Berline,Allemagne,35000,28105.0
Renault,Clio,2009,92062,2012-12-06,Diesel,Automatique,150,Euro 3,Bleu,Monospace,France,17000,9430.0
Nissan,Qashqai,2019,144889,2021-04-10,Hybride,Automatique,200,Euro 1,Gris,Crossover,Espagne,34700,29607.0
Hyundai,Tucson,2009,83139,2011-07-22,Essence,Manuelle,90,Euro 3,Gris,Monospace,Allemagne,35000,16403.0
Ford,Mustang,2024,133355,2025-09-10,Essence,Manuelle,200,Euro 6,Blanc,SUV,Espagne,59300,52461.0
Volkswagen,Arteon,2018,129516,2020-05-08,Electrique,Automatique,200,Euro 1,Bleu,Break,Japon,48000,39900.0
Renault,Clio,2023,166723,2023-11-12,Essence,Manuelle,130,Euro 6,Blanc,Break,Allemagne,17000,14013.0
Nissan,Qashqai,2008,248129,2011-06-03,Essence,Automatique,110,Euro 3,Rouge,Berline,USA,34700,10304.0
Ford,Mustang,2011,191466,2011-06-20,Gaz,Automatique,150,Euro 4,Noir,Berline,Japon,59300,27006.0
Hyundai,Tucson,2006,189158,2008-12-20,Diesel,Manuelle,200,Euro 3,Blanc,Break,Allemagne,35000,10360.0
Citroen,C5 Aircross,2010,118546,2010-01-17,Essence,Automatique,200,Euro 4,Gris,Berline,Italie,35000,17860.0
Hyundai,Tucson,2012,117196,2015-01-25,Hybride,Automatique,110,Euro 1,Gris,Crossover,Allemagne,35000,21783.0
Toyota,Corolla,2024,52230,2027-09-14,Gaz,Automatique,130,Euro 6,Bleu,Monospace,Japon,28000,31160.0
Hyundai,Tucson,2013,17373,2015-09-24,Hybride,Manuelle,200,Euro 1,Blanc,Berline,Espagne,35000,26400.0
Citroen,C5 Aircross,2010,109435,2010-06-09,Hybride,Manuelle,130,Euro 1,Gris,Berline,Espagne,35000,18864.0
Kia,Sportage,2008,109536,2011-11-26,Essence,Manuelle,110,Euro 3,Rouge,Monospace,Allemagne,48039,20218.38
Toyota,RAV4,2005,96469,2008-07-18,Gaz,Manuelle,200,Euro 3,Bleu,Break,USA,37000,13770.0
Peugeot,208,2015,121423,2015-05-06,Diesel,Manuelle,110,Euro 5,Rouge,Break,USA,18000,11651.0
Volkswagen,Tiguan,2016,199985,2017-10-09,Essence,Automatique,130,Euro 5,Gris,Break,Allemagne,40000,24111.0
Audi,A3,2015,38463,2015-01-29,Hybride,Automatique,150,Euro 1,Gris,Crossover,Espagne,34000,28350.0
Nissan,X-Trail,2017,67237,2017-12-14,Hybride,Manuelle,200,Euro 1,Bleu,Break,Allemagne,43800,35624.0
Kia,Sportage,2020,96613,2022-01-06,Gaz,Automatique,150,Euro 6,Blanc,Berline,Espagne,48039,41900.81
Audi,A3,2009,100634,2009-02-20,Gaz,Automatique,90,Euro 3,Gris,Berline,Espagne,34000,17280.0
Tesla,Model S,2008,219710,2009-03-26,Electrique,Manuelle,200,Euro 1,Noir,SUV,France,95000,31620.0
Ford,Bronco,2007,125841,2010-04-27,Gaz,Automatique,200,Euro 3,Gris,SUV,Japon,76500,30340.0
Audi,A6,2008,56073,2008-09-15,Gaz,Automatique,130,Euro 3,Noir,Crossover,Espagne,72000,36096.0
Hyundai,Tucson,2023,172547,2024-12-29,Hybride,Automatique,130,Euro 1,Blanc,Berline,Japon,35000,33040.0
Toyota,Corolla,2017,226747,2017-09-25,Essence,Automatique,110,Euro 5,Blanc,Crossover,Japon,28000,17157.0
Porsche,911 GT3,2005,64700,2008-11-03,Essence,Manuelle,200,Euro 3,Blanc,Berline,Italie,212200,78884.0
Volkswagen,Golf,2010,144593,2012-02-25,Diesel,Automatique,200,Euro 4,Blanc,Berline,Espagne,25000,12760.0
Ford,Bronco,2009,215198,2010-01-24,Essence,Manuelle,90,Euro 3,Noir,Monospace,Allemagne,76500,25976.0
Toyota,Corolla,2011,227169,2014-12-09,Gaz,Manuelle,110,Euro 4,Gris,SUV,Espagne,28000,11934.0
Ford,Focus,2024,85090,2025-07-19,Electrique,Automatique,130,Euro 1,Noir,SUV,USA,30550,35742.0
Mercedes,GLC,2009,26006,2010-10-23,Diesel,Automatique,130,Euro 3,Blanc,SUV,France,85000,46799.0
Kia,EV6,2022,86427,2022-07-05,Essence,Automatique,200,Euro 6,Bleu,Crossover,Allemagne,64607,58142.02
Renault,Captur,2024,238007,2025-04-05,Essence,Automatique,150,Euro 6,Noir,SUV,Allemagne,28000,23485.0
Peugeot,5008,2007,72970,2008-02-12,Diesel,Automatique,90,Euro 3,Blanc,Monospace,Allemagne,42000,18858.0
Hyundai,i20,2023,104241,2026-12-28,Diesel,Manuelle,130,Euro 6,Gris,SUV,Allemagne,19500,18096.0
Kia,Niro,2008,192706,2010-10-16,Diesel,Manuelle,110,Euro 3,Bleu,Monospace,Japon,39811,13500.63
Volkswagen,Arteon,2023,40048,2025-02-09,Electrique,Automatique,90,Euro 1,Bleu,Crossover,Japon,48000,51987.0
Ford,Bronco,2011,140795,2012-10-06,Diesel,Automatique,150,Euro 4,Rouge,Monospace,Japon,76500,37600.0
